2017-02-04 00:40:00	1018.2263
2017-02-04 00:40:00	1018.2263
2017-02-04 00:41:00	1017.185
2017-02-04 00:42:00	1017.22
2017-02-04 00:43:00	1017.0975
2017-02-04 00:44:00	1017.3525
2017-02-04 00:45:00	1017.4588
2017-02-04 00:46:00	1017.2313
2017-02-04 00:47:00	1017.2488
2017-02-04 00:48:00	1017.1888
2017-02-04 00:49:00	1017.2275
2017-02-04 00:50:00	1017.4988
2017-02-04 00:51:00	1017.5975
2017-02-04 00:52:00	1017.7425
2017-02-04 00:53:00	1017.9875
2017-02-04 00:54:00	1017.905
2017-02-04 00:55:00	1017.9188
2017-02-04 00:56:00	1018.0325
2017-02-04 00:57:00	1019.41
2017-02-04 00:58:00	1019.435
2017-02-04 00:59:00	1019.645
2017-02-04 01:00:00	1019.4538
2017-02-04 01:01:00	1019.53
2017-02-04 01:02:00	1019.6163
2017-02-04 01:03:00	1019.64
2017-02-04 01:04:00	1019.4338
2017-02-04 01:05:00	1019.3125
2017-02-04 01:06:00	1019.295
2017-02-04 01:07:00	1019.225
2017-02-04 01:08:00	1019.1713
2017-02-04 01:09:00	1019.0425
2017-02-04 01:10:00	1019.2325
2017-02-04 01:11:00	1019.2175
